# Can_master	Can_node	Module	MCR	FADC_Board	Pixel_number	PixelID	FADC_Quad	FADC_Chan	x[mm]	y[mm]	
3	31	103	3	9	7	211	4	18	-400.95	-245.52
3	31	103	3	9	8	246	4	17	-413.1	-224.47
3	31	103	3	9	9	248	5	22	-364.5	-224.47
3	31	103	3	9	10	247	5	21	-388.8	-224.47
3	31	103	3	9	11	283	5	24	-400.95	-203.43
3	31	103	3	9	12	282	5	23	-425.25	-203.43
3	32	104	3	9	1	92	0	4	-303.75	-329.7
3	32	104	3	9	2	118	0	3	-315.9	-308.65
3	32	104	3	9	3	117	0	2	-340.2	-308.65
3	32	104	3	9	4	146	0	1	-352.35	-287.61
3	32	104	3	9	5	119	1	8	-291.6	-308.65
3	32	104	3	9	6	148	1	7	-303.75	-287.61
3	32	104	3	9	7	147	1	6	-328.05	-287.61
3	32	104	3	9	8	179	1	5	-340.2	-266.56
3	32	104	3	9	9	181	2	10	-291.6	-266.56
3	32	104	3	9	10	180	2	9	-315.9	-266.56
3	32	104	3	9	11	214	2	12	-328.05	-245.52
3	32	104	3	9	12	213	2	11	-352.35	-245.52
3	33	105	3	8	1	51	3	16	-230.85	-371.79
3	33	105	3	8	2	71	3	15	-243	-350.74
3	33	105	3	8	3	70	3	14	-267.3	-350.74
3	33	105	3	8	4	93	3	13	-279.45	-329.7
3	33	105	3	8	5	72	4	20	-218.7	-350.74
3	33	105	3	8	6	95	4	19	-230.85	-329.7
3	33	105	3	8	7	94	4	18	-255.15	-329.7
3	33	105	3	8	8	120	4	17	-267.3	-308.65
3	33	105	3	8	9	122	5	22	-218.7	-308.65
3	33	105	3	8	10	121	5	21	-243	-308.65
3	33	105	3	8	11	150	5	24	-255.15	-287.61
3	33	105	3	8	12	149	5	23	-279.45	-287.61
3	34	106	3	8	1	22	0	4	-157.95	-413.87
3	34	106	3	8	2	36	0	3	-170.1	-392.83
3	34	106	3	8	3	35	0	2	-194.4	-392.83
3	34	106	3	8	4	52	0	1	-206.55	-371.79
3	34	106	3	8	5	37	1	8	-145.8	-392.83
3	34	106	3	8	6	54	1	7	-157.95	-371.79
3	34	106	3	8	7	53	1	6	-182.25	-371.79
3	34	106	3	8	8	73	1	5	-194.4	-350.74
3	34	106	3	8	9	75	2	10	-145.8	-350.74
3	34	106	3	8	10	74	2	9	-170.1	-350.74
3	34	106	3	8	11	97	2	12	-182.25	-329.7
3	34	106	3	8	12	96	2	11	-206.55	-329.7
3	35	107	3	7	1	5	3	16	-85.05	-455.96
3	35	107	3	7	2	13	3	15	-97.2	-434.92
3	35	107	3	7	3	12	3	14	-121.5	-434.92
3	35	107	3	7	4	23	3	13	-133.65	-413.87
3	35	107	3	7	5	14	4	20	-72.9	-434.92
3	35	107	3	7	6	25	4	19	-85.05	-413.87
3	35	107	3	7	7	24	4	18	-109.35	-413.87
3	35	107	3	7	8	38	4	17	-121.5	-392.83
3	35	107	3	7	9	40	5	22	-72.9	-392.83
3	35	107	3	7	10	39	5	21	-97.2	-392.83
3	35	107	3	7	11	56	5	24	-109.35	-371.79
3	35	107	3	7	12	55	5	23	-133.65	-371.79
3	36	108	3	7	1	0	0	4	-12.15	-498.05
3	36	108	3	7	2	2	0	3	-24.3	-477.01
3	36	108	3	7	3	1	0	2	-48.6	-477.01
3	36	108	3	7	4	6	0	1	-60.75	-455.96
3	36	108	3	7	5	3	1	8	0	-477.01
3	36	108	3	7	6	8	1	7	-12.15	-455.96
3	36	108	3	7	7	7	1	6	-36.45	-455.96
3	36	108	3	7	8	15	1	5	-48.6	-434.92
3	36	108	3	7	9	17	2	10	0	-434.92
3	36	108	3	7	10	16	2	9	-24.3	-434.92
3	36	108	3	7	11	27	2	12	-36.45	-413.87
3	36	108	3	7	12	26	2	11	-60.75	-413.87
